w1 w2 cost
-2.8000 3.3333 0.118836
-2.8000 3.5111 0.118208
-2.8000 3.6889 0.119043
-2.8000 3.8667 0.121349
-2.8000 4.0444 0.125144
-2.8000 4.2222 0.130448
-2.8000 4.4000 0.137286
-2.8000 4.5778 0.145681
-2.8000 4.7556 0.155653
-2.8000 4.9333 0.167218
-2.8000 5.1111 0.180386
-2.8000 5.2889 0.195158
-2.8000 5.4667 0.211531
-2.8000 5.6444 0.229493
-2.8000 5.8222 0.249025
-2.8000 6.0000 0.270103

-2.6222 -2.0000 0.950572
-2.6222 -1.8222 0.899972
-2.6222 -1.6444 0.850704
-2.6222 -1.4667 0.802802
-2.6222 -1.2889 0.756303
-2.6222 -1.1111 0.711239
-2.6222 -0.9333 0.667641
-2.6222 -0.7556 0.625537
-2.6222 -0.5778 0.584949
-2.6222 -0.4000 0.545899
-2.6222 -0.2222 0.508409
-2.6222 -0.0444 0.472499
-2.6222 0.1333 0.438196
-2.6222 0.3111 0.405530
-2.6222 0.4889 0.374536
-2.6222 0.6667 0.345255
-2.6222 0.8444 0.317732
-2.6222 1.0222 0.292011
-2.6222 1.2000 0.268135
-2.6222 1.3778 0.246136
-2.6222 1.5556 0.226038
-2.6222 1.7333 0.207849
-2.6222 1.9111 0.191560
-2.6222 2.0889 0.177147
-2.6222 2.2667 0.164573
-2.6222 2.4444 0.153793
-2.6222 2.6222 0.144758
-2.6222 2.8000 0.137421
-2.6222 2.9778 0.131737
-2.6222 3.1556 0.127672
-2.6222 3.3333 0.125201
-2.6222 3.5111 0.124310
-2.6222 3.6889 0.124996
-2.6222 3.8667 0.127266
-2.6222 4.0444 0.131134
-2.6222 4.2222 0.136617
-2.6222 4.4000 0.143733
-2.6222 4.5778 0.152498
-2.6222 4.7556 0.162928
-2.6222 4.9333 0.175028
-2.6222 5.1111 0.188801
-2.6222 5.2889 0.204241
-2.6222 5.4667 0.221336
-2.6222 5.6444 0.240067
-2.6222 5.8222 0.260406
-2.6222 6.0000 0.282322

-2.4444 -2.0000 0.965936
-2.4444 -1.8222 0.916200
-2.4444 -1.6444 0.867819
-2.4444 -1.4667 0.820810
-2.4444 -1.2889 0.775191
-2.4444 -1.1111 0.730973
-2.4444 -0.9333 0.688166
-2.4444 -0.7556 0.646773
-2.4444 -0.5778 0.606796
-2.4444 -0.4000 0.568235
-2.4444 -0.2222 0.531094
-2.4444 -0.0444 0.495378
-2.4444 0.1333 0.461102
-2.4444 0.3111 0.428289
-2.4444 0.4889 0.396972
-2.4444 0.6667 0.367197
-2.4444 0.8444 0.339015
-2.4444 1.0222 0.312487
-2.4444 1.2000 0.287673
-2.4444 1.3778 0.264634
-2.4444 1.5556 0.243419
-2.4444 1.7333 0.224068
-2.4444 1.9111 0.206603
-2.4444 2.0889 0.191032
-2.4444 2.2667 0.177345
-2.4444 2.4444 0.165520
-2.4444 2.6222 0.155529
-2.4444 2.8000 0.147338
-2.4444 2.9778 0.140915
-2.4444 3.1556 0.136231
-2.4444 3.3333 0.133267
-2.4444 3.5111 0.132010
-2.4444 3.6889 0.132458
-2.4444 3.8667 0.134615
-2.4444 4.0444 0.138491
-2.4444 4.2222 0.144098
-2.4444 4.4000 0.151448
-2.4444 4.5778 0.160549
-2.4444 4.7556 0.171407
-2.4444 4.9333 0.184021
-2.4444 5.1111 0.198383
-2.4444 5.2889 0.214479
-2.4444 5.4667 0.232286
-2.4444 5.6444 0.251778
-2.4444 5.8222 0.272917
-2.4444 6.0000 0.295664

-2.2667 -2.0000 0.983657
-2.2667 -1.8222 0.934890
-2.2667 -1.6444 0.887497
-2.2667 -1.4667 0.841475
-2.2667 -1.2889 0.796821
-2.2667 -1.1111 0.753524
-2.2667 -0.9333 0.711569
-2.2667 -0.7556 0.670938
-2.2667 -0.5778 0.631611
-2.2667 -0.4000 0.593570
-2.2667 -0.2222 0.556800
-2.2667 -0.0444 0.521294
-2.2667 0.1333 0.487057
-2.2667 0.3111 0.454106
-2.2667 0.4889 0.422472
-2.2667 0.6667 0.392202
-2.2667 0.8444 0.363357
-2.2667 1.0222 0.336008
-2.2667 1.2000 0.310233
-2.2667 1.3778 0.286113
-2.2667 1.5556 0.263727
-2.2667 1.7333 0.243143
-2.2667 1.9111 0.224416
-2.2667 2.0889 0.207584
-2.2667 2.2667 0.192669
-2.2667 2.4444 0.179678
-2.2667 2.6222 0.168604
-2.2667 2.8000 0.159433
-2.2667 2.9778 0.152145
-2.2667 3.1556 0.146725
-2.2667 3.3333 0.143158
-2.2667 3.5111 0.141436
-2.2667 3.6889 0.141557
-2.2667 3.8667 0.143523
-2.2667 4.0444 0.147341
-2.2667 4.2222 0.153016
-2.2667 4.4000 0.160553
-2.2667 4.5778 0.169951
-2.2667 4.7556 0.181206
-2.2667 4.9333 0.194308
-2.2667 5.1111 0.209237
-2.2667 5.2889 0.225971
-2.2667 5.4667 0.244476
-2.2667 5.6444 0.264714
-2.2667 5.8222 0.286641
-2.2667 6.0000 0.310204

-2.0889 -2.0000 1.003733
-2.0889 -1.8222 0.956015
-2.0889 -1.6444 0.909680
-2.0889 -1.4667 0.864707
-2.0889 -1.2889 0.821067
-2.0889 -1.1111 0.778727
-2.0889 -0.9333 0.737649
-2.0889 -0.7556 0.697795
-2.0889 -0.5778 0.659125
-2.0889 -0.4000 0.621604
-2.0889 -0.2222 0.585204
-2.0889 -0.0444 0.549909
-2.0889 0.1333 0.515714
-2.0889 0.3111 0.482633
-2.0889 0.4889 0.450695
-2.0889 0.6667 0.419949
-2.0889 0.8444 0.390459
-2.0889 1.0222 0.362305
-2.0889 1.2000 0.335580
-2.0889 1.3778 0.310383
-2.0889 1.5556 0.286815
-2.0889 1.7333 0.264970
-2.0889 1.9111 0.244935
-2.0889 2.0889 0.226781
-2.0889 2.2667 0.210562
-2.0889 2.4444 0.196314
-2.0889 2.6222 0.184057
-2.0889 2.8000 0.173800
-2.0889 2.9778 0.165542
-2.0889 3.1556 0.159281
-2.0889 3.3333 0.155011
-2.0889 3.5111 0.152730
-2.0889 3.6889 0.152440
-2.0889 3.8667 0.154140
-2.0889 4.0444 0.157833
-2.0889 4.2222 0.163518
-2.0889 4.4000 0.171191
-2.0889 4.5778 0.180844
-2.0889 4.7556 0.192459
-2.0889 4.9333 0.206017
-2.0889 5.1111 0.221488
-2.0889 5.2889 0.238834
-2.0889 5.4667 0.258015
-2.0889 5.6444 0.278979
-2.0889 5.8222 0.301672
-2.0889 6.0000 0.326031

-1.9111 -2.0000 1.026150
-1.9111 -1.8222 0.979528
-1.9111 -1.6444 0.934289
-1.9111 -1.4667 0.890388
-1.9111 -1.2889 0.847772
-1.9111 -1.1111 0.806387
-1.9111 -0.9333 0.766173
-1.9111 -0.7556 0.727075
-1.9111 -0.5778 0.689037
-1.9111 -0.4000 0.652011
-1.9111 -0.2222 0.615961
-1.9111 -0.0444 0.580862
-1.9111 0.1333 0.546707
-1.9111 0.3111 0.513504
-1.9111 0.4889 0.481282
-1.9111 0.6667 0.450090
-1.9111 0.8444 0.419995
-1.9111 1.0222 0.391081
-1.9111 1.2000 0.363451
-1.9111 1.3778 0.337216
-1.9111 1.5556 0.312495
-1.9111 1.7333 0.289407
-1.9111 1.9111 0.268065
-1.9111 2.0889 0.248571
-1.9111 2.2667 0.231010
-1.9111 2.4444 0.215452
-1.9111 2.6222 0.201946
-1.9111 2.8000 0.190525
-1.9111 2.9778 0.181214
-1.9111 3.1556 0.174024
-1.9111 3.3333 0.168966
-1.9111 3.5111 0.166044
-1.9111 3.6889 0.165264
-1.9111 3.8667 0.166627
-1.9111 4.0444 0.170130
-1.9111 4.2222 0.175767
-1.9111 4.4000 0.183524
-1.9111 4.5778 0.193384
-1.9111 4.7556 0.205320
-1.9111 4.9333 0.219296
-1.9111 5.1111 0.235274
-1.9111 5.2889 0.253203
-1.9111 5.4667 0.273028
-1.9111 5.6444 0.294689
-1.9111 5.8222 0.318117
-1.9111 6.0000 0.343241

-1.7333 -2.0000 1.050871
-1.7333 -1.8222 1.005358
-1.7333 -1.6444 0.961214
-1.7333 -1.4667 0.918370
-1.7333 -1.2889 0.876750
-1.7333 -1.1111 0.836280
-1.7333 -0.9333 0.796884
-1.7333 -0.7556 0.758490
-1.7333 -0.5778 0.721033
-1.7333 -0.4000 0.684458
-1.7333 -0.2222 0.648722
-1.7333 -0.0444 0.613798
-1.7333 0.1333 0.579673
-1.7333 0.3111 0.546358
-1.7333 0.4889 0.513878
-1.7333 0.6667 0.482281
-1.7333 0.8444 0.451634
-1.7333 1.0222 0.422026
-1.7333 1.2000 0.393561
-1.7333 1.3778 0.366359
-1.7333 1.5556 0.340552
-1.7333 1.7333 0.316278
-1.7333 1.9111 0.293671
-1.7333 2.0889 0.272861
-1.7333 2.2667 0.253966
-1.7333 2.4444 0.237085
-1.7333 2.6222 0.222299
-1.7333 2.8000 0.209671
-1.7333 2.9778 0.199250
-1.7333 3.1556 0.191070
-1.7333 3.3333 0.185156
-1.7333 3.5111 0.181526
-1.7333 3.6889 0.180190
-1.7333 3.8667 0.181150
-1.7333 4.0444 0.184402
-1.7333 4.2222 0.189934
-1.7333 4.4000 0.197724
-1.7333 4.5778 0.207742
-1.7333 4.7556 0.219951
-1.7333 4.9333 0.234305
-1.7333 5.1111 0.250748
-1.7333 5.2889 0.269220
-1.7333 5.4667 0.289652
-1.7333 5.6444 0.311970
-1.7333 5.8222 0.336094
-1.7333 6.0000 0.361942

-1.5556 -2.0000 1.077830
-1.5556 -1.8222 1.033402
-1.5556 -1.6444 0.990316
-1.5556 -1.4667 0.948477
-1.5556 -1.2889 0.907791
-1.5556 -1.1111 0.868166
-1.5556 -0.9333 0.829512
-1.5556 -0.7556 0.791750
-1.5556 -0.5778 0.754807
-1.5556 -0.4000 0.718624
-1.5556 -0.2222 0.683158
-1.5556 -0.0444 0.648379
-1.5556 0.1333 0.614276
-1.5556 0.3111 0.580857
-1.5556 0.4889 0.548148
-1.5556 0.6667 0.516193
-1.5556 0.8444 0.485060
-1.5556 1.0222 0.454835
-1.5556 1.2000 0.425623
-1.5556 1.3778 0.397549
-1.5556 1.5556 0.370750
-1.5556 1.7333 0.345378
-1.5556 1.9111 0.321585
-1.5556 2.0889 0.299525
-1.5556 2.2667 0.279342
-1.5556 2.4444 0.261166
-1.5556 2.6222 0.245110
-1.5556 2.8000 0.231268
-1.5556 2.9778 0.219715
-1.5556 3.1556 0.210510
-1.5556 3.3333 0.203699
-1.5556 3.5111 0.199312
-1.5556 3.6889 0.197368
-1.5556 3.8667 0.197873
-1.5556 4.0444 0.200821
-1.5556 4.2222 0.206195
-1.5556 4.4000 0.213966
-1.5556 4.5778 0.224093
-1.5556 4.7556 0.236527
-1.5556 4.9333 0.251209
-1.5556 5.1111 0.268072
-1.5556 5.2889 0.287039
-1.5556 5.4667 0.308029
-1.5556 5.6444 0.330955
-1.5556 5.8222 0.355725
-1.5556 6.0000 0.382245

-1.3778 -2.0000 1.106931
-1.3778 -1.8222 1.063531
-1.3778 -1.6444 1.021429
-1.3778 -1.4667 0.980511
-1.3778 -1.2889 0.940668
-1.3778 -1.1111 0.901792
-1.3778 -0.9333 0.863789
-1.3778 -0.7556 0.826571
-1.3778 -0.5778 0.790065
-1.3778 -0.4000 0.754212
-1.3778 -0.2222 0.718968
-1.3778 -0.0444 0.684306
-1.3778 0.1333 0.650216
-1.3778 0.3111 0.616704
-1.3778 0.4889 0.583795
-1.3778 0.6667 0.551533
-1.3778 0.8444 0.519981
-1.3778 1.0222 0.489222
-1.3778 1.2000 0.459361
-1.3778 1.3778 0.430521
-1.3778 1.5556 0.402844
-1.3778 1.7333 0.376487
-1.3778 1.9111 0.351616
-1.3778 2.0889 0.328403
-1.3778 2.2667 0.307016
-1.3778 2.4444 0.287612
-1.3778 2.6222 0.270334
-1.3778 2.8000 0.255308
-1.3778 2.9778 0.242636
-1.3778 3.1556 0.232407
-1.3778 3.3333 0.224684
-1.3778 3.5111 0.219516
-1.3778 3.6889 0.216933
-1.3778 3.8667 0.216945
-1.3778 4.0444 0.219548
-1.3778 4.2222 0.224719
-1.3778 4.4000 0.232423
-1.3778 4.5778 0.242611
-1.3778 4.7556 0.255220
-1.3778 4.9333 0.270179
-1.3778 5.1111 0.287407
-1.3778 5.2889 0.306814
-1.3778 5.4667 0.328306
-1.3778 5.6444 0.351782
-1.3778 5.8222 0.377137
-1.3778 6.0000 0.404267

-1.2000 -2.0000 1.138051
-1.2000 -1.8222 1.095584
-1.2000 -1.6444 1.054365
-1.2000 -1.4667 1.014260
-1.2000 -1.2889 0.975148
-1.2000 -1.1111 0.936915
-1.2000 -0.9333 0.899459
-1.2000 -0.7556 0.862694
-1.2000 -0.5778 0.826546
-1.2000 -0.4000 0.790960
-1.2000 -0.2222 0.755894
-1.2000 -0.0444 0.721322
-1.2000 0.1333 0.687236
-1.2000 0.3111 0.653642
-1.2000 0.4889 0.620564
-1.2000 0.6667 0.588044
-1.2000 0.8444 0.556140
-1.2000 1.0222 0.524933
-1.2000 1.2000 0.494522
-1.2000 1.3778 0.465028
-1.2000 1.5556 0.436594
-1.2000 1.7333 0.409379
-1.2000 1.9111 0.383557
-1.2000 2.0889 0.359314
-1.2000 2.2667 0.336836
-1.2000 2.4444 0.316305
-1.2000 2.6222 0.297890
-1.2000 2.8000 0.281747
-1.2000 2.9778 0.268007
-1.2000 3.1556 0.256785
-1.2000 3.3333 0.248169
-1.2000 3.5111 0.242225
-1.2000 3.6889 0.238994
-1.2000 3.8667 0.238495
-1.2000 4.0444 0.240725
-1.2000 4.2222 0.245660
-1.2000 4.4000 0.253258
-1.2000 4.5778 0.263460
-1.2000 4.7556 0.276194
-1.2000 4.9333 0.291377
-1.2000 5.1111 0.308912
-1.2000 5.2889 0.328699
-1.2000 5.4667 0.350628
-1.2000 5.6444 0.374586
-1.2000 5.8222 0.400458
-1.2000 6.0000 0.428127

-1.0222 -2.0000 1.171040
-1.0222 -1.8222 1.129388
-1.0222 -1.6444 1.088926
-1.0222 -1.4667 1.049510
-1.0222 -1.2889 1.011008
-1.0222 -1.1111 0.973302
-1.0222 -0.9333 0.936291
-1.0222 -0.7556 0.899888
-1.0222 -0.5778 0.864025
-1.0222 -0.4000 0.828648
-1.0222 -0.2222 0.793718
-1.0222 -0.0444 0.759214
-1.0222 0.1333 0.725126
-1.0222 0.3111 0.691462
-1.0222 0.4889 0.658244
-1.0222 0.6667 0.625511
-1.0222 0.8444 0.593318
-1.0222 1.0222 0.561743
-1.0222 1.2000 0.530878
-1.0222 1.3778 0.500842
-1.0222 1.5556 0.471774
-1.0222 1.7333 0.443834
-1.0222 1.9111 0.417200
-1.0222 2.0889 0.392066
-1.0222 2.2667 0.368633
-1.0222 2.4444 0.347102
-1.0222 2.6222 0.327666
-1.0222 2.8000 0.310506
-1.0222 2.9778 0.295784
-1.0222 3.1556 0.283636
-1.0222 3.3333 0.274177
-1.0222 3.5111 0.267490
-1.0222 3.6889 0.263630
-1.0222 3.8667 0.262625
-1.0222 4.0444 0.264473
-1.0222 4.2222 0.269152
-1.0222 4.4000 0.276613
-1.0222 4.5778 0.286790
-1.0222 4.7556 0.299603
-1.0222 4.9333 0.314954
-1.0222 5.1111 0.332737
-1.0222 5.2889 0.352836
-1.0222 5.4667 0.375131
-1.0222 5.6444 0.399497
-1.0222 5.8222 0.425807
-1.0222 6.0000 0.453936

-0.8444 -2.0000 1.205735
-0.8444 -1.8222 1.164757
-0.8444 -1.6444 1.124915
-0.8444 -1.4667 1.086054
-0.8444 -1.2889 1.048038
-0.8444 -1.1111 1.010748
-0.8444 -0.9333 0.974083
-0.8444 -0.7556 0.937960
-0.8444 -0.5778 0.902314
-0.8444 -0.4000 0.867095
-0.8444 -0.2222 0.832266
-0.8444 -0.0444 0.797809
-0.8444 0.1333 0.763715
-0.8444 0.3111 0.729992
-0.8444 0.4889 0.696660
-0.8444 0.6667 0.663757
-0.8444 0.8444 0.631335
-0.8444 1.0222 0.599465
-0.8444 1.2000 0.568238
-0.8444 1.3778 0.537765
-0.8444 1.5556 0.508183
-0.8444 1.7333 0.479649
-0.8444 1.9111 0.452345
-0.8444 2.0889 0.426469
-0.8444 2.2667 0.402230
-0.8444 2.4444 0.379846
-0.8444 2.6222 0.359530
-0.8444 2.8000 0.341483
-0.8444 2.9778 0.325892
-0.8444 3.1556 0.312919
-0.8444 3.3333 0.302698
-0.8444 3.5111 0.295331
-0.8444 3.6889 0.290887
-0.8444 3.8667 0.289403
-0.8444 4.0444 0.290882
-0.8444 4.2222 0.295299
-0.8444 4.4000 0.302606
-0.8444 4.5778 0.312728
-0.8444 4.7556 0.325576
-0.8444 4.9333 0.341043
-0.8444 5.1111 0.359012
-0.8444 5.2889 0.379355
-0.8444 5.4667 0.401941
-0.8444 5.6444 0.426634
-0.8444 5.8222 0.453299
-0.8444 6.0000 0.481801

-0.6667 -2.0000 1.241967
-0.6667 -1.8222 1.201513
-0.6667 -1.6444 1.162146
-0.6667 -1.4667 1.123707
-0.6667 -1.2889 1.086057
-0.6667 -1.1111 1.049076
-0.6667 -0.9333 1.012668
-0.6667 -0.7556 0.976750
-0.6667 -0.5778 0.941262
-0.6667 -0.4000 0.906155
-0.6667 -0.2222 0.871398
-0.6667 -0.0444 0.836972
-0.6667 0.1333 0.802869
-0.6667 0.3111 0.769098
-0.6667 0.4889 0.735678
-0.6667 0.6667 0.702643
-0.6667 0.8444 0.670044
-0.6667 1.0222 0.637947
-0.6667 1.2000 0.606439
-0.6667 1.3778 0.575627
-0.6667 1.5556 0.545645
-0.6667 1.7333 0.516646
-0.6667 1.9111 0.488812
-0.6667 2.0889 0.462343
-0.6667 2.2667 0.437457
-0.6667 2.4444 0.414379
-0.6667 2.6222 0.393338
-0.6667 2.8000 0.374556
-0.6667 2.9778 0.358237
-0.6667 3.1556 0.344564
-0.6667 3.3333 0.333691
-0.6667 3.5111 0.325736
-0.6667 3.6889 0.320780
-0.6667 3.8667 0.318868
-0.6667 4.0444 0.320008
-0.6667 4.2222 0.324179
-0.6667 4.4000 0.331325
-0.6667 4.5778 0.341372
-0.6667 4.7556 0.354219
-0.6667 4.9333 0.369754
-0.6667 5.1111 0.387848
-0.6667 5.2889 0.408365
-0.6667 5.4667 0.431163
-0.6667 5.6444 0.456100
-0.6667 5.8222 0.483031
-0.6667 6.0000 0.511814

-0.4889 -2.0000 1.279578
-0.4889 -1.8222 1.239492
-0.4889 -1.6444 1.200457
-0.4889 -1.4667 1.162310
-0.4889 -1.2889 1.124912
-0.4889 -1.1111 1.088144
-0.4889 -0.9333 1.051910
-0.4889 -0.7556 1.016132
-0.4889 -0.5778 0.980750
-0.4889 -0.4000 0.945719
-0.4889 -0.2222 0.911008
-0.4889 -0.0444 0.876599
-0.4889 0.1333 0.842487
-0.4889 0.3111 0.808677
-0.4889 0.4889 0.775191
-0.4889 0.6667 0.742059
-0.4889 0.8444 0.709329
-0.4889 1.0222 0.677066
-0.4889 1.2000 0.645352
-0.4889 1.3778 0.614292
-0.4889 1.5556 0.584014
-0.4889 1.7333 0.554672
-0.4889 1.9111 0.526444
-0.4889 2.0889 0.499531
-0.4889 2.2667 0.474155
-0.4889 2.4444 0.450549
-0.4889 2.6222 0.428953
-0.4889 2.8000 0.409600
-0.4889 2.9778 0.392712
-0.4889 3.1556 0.378488
-0.4889 3.3333 0.367095
-0.4889 3.5111 0.358666
-0.4889 3.6889 0.353291
-0.4889 3.8667 0.351025
-0.4889 4.0444 0.351879
-0.4889 4.2222 0.355831
-0.4889 4.4000 0.362828
-0.4889 4.5778 0.372789
-0.4889 4.7556 0.385609
-0.4889 4.9333 0.401167
-0.4889 5.1111 0.419329
-0.4889 5.2889 0.439951
-0.4889 5.4667 0.462885
-0.4889 5.6444 0.487979
-0.4889 5.8222 0.515085
-0.4889 6.0000 0.544055

-0.3111 -2.0000 1.318427
-0.3111 -1.8222 1.278552
-0.3111 -1.6444 1.239710
-0.3111 -1.4667 1.201734
-0.3111 -1.2889 1.164483
-0.3111 -1.1111 1.127839
-0.3111 -0.9333 1.091707
-0.3111 -0.7556 1.056010
-0.3111 -0.5778 1.020689
-0.3111 -0.4000 0.985700
-0.3111 -0.2222 0.951014
-0.3111 -0.0444 0.916612
-0.3111 0.1333 0.882489
-0.3111 0.3111 0.848652
-0.3111 0.4889 0.815118
-0.3111 0.6667 0.781920
-0.3111 0.8444 0.749102
-0.3111 1.0222 0.716727
-0.3111 1.2000 0.684876
-0.3111 1.3778 0.653650
-0.3111 1.5556 0.623175
-0.3111 1.7333 0.593602
-0.3111 1.9111 0.565109
-0.3111 2.0889 0.537896
-0.3111 2.2667 0.512187
-0.3111 2.4444 0.488221
-0.3111 2.6222 0.466241
-0.3111 2.8000 0.446493
-0.3111 2.9778 0.429208
-0.3111 3.1556 0.414595
-0.3111 3.3333 0.402832
-0.3111 3.5111 0.394061
-0.3111 3.6889 0.388381
-0.3111 3.8667 0.385851
-0.3111 4.0444 0.386486
-0.3111 4.2222 0.390266
-0.3111 4.4000 0.397136
-0.3111 4.5778 0.407012
-0.3111 4.7556 0.419786
-0.3111 4.9333 0.435333
-0.3111 5.1111 0.453511
-0.3111 5.2889 0.474174
-0.3111 5.4667 0.497166
-0.3111 5.6444 0.522334
-0.3111 5.8222 0.549525
-0.3111 6.0000 0.578587

-0.1333 -2.0000 1.358397
-0.1333 -1.8222 1.318583
-0.1333 -1.6444 1.279799
-0.1333 -1.4667 1.241879
-0.1333 -1.2889 1.204678
-0.1333 -1.1111 1.168078
-0.1333 -0.9333 1.131982
-0.1333 -0.7556 1.096314
-0.1333 -0.5778 1.061014
-0.1333 -0.4000 1.026039
-0.1333 -0.2222 0.991358
-0.1333 -0.0444 0.956954
-0.1333 0.1333 0.922821
-0.1333 0.3111 0.888964
-0.1333 0.4889 0.855402
-0.1333 0.6667 0.822165
-0.1333 0.8444 0.789298
-0.1333 1.0222 0.756861
-0.1333 1.2000 0.724934
-0.1333 1.3778 0.693618
-0.1333 1.5556 0.663037
-0.1333 1.7333 0.633340
-0.1333 1.9111 0.604704
-0.1333 2.0889 0.577331
-0.1333 2.2667 0.551443
-0.1333 2.4444 0.527280
-0.1333 2.6222 0.505092
-0.1333 2.8000 0.485127
-0.1333 2.9778 0.467621
-0.1333 3.1556 0.452790
-0.1333 3.3333 0.440818
-0.1333 3.5111 0.431850
-0.1333 3.6889 0.425990
-0.1333 3.8667 0.423300
-0.1333 4.0444 0.423798
-0.1333 4.2222 0.427463
-0.1333 4.4000 0.434240
-0.1333 4.5778 0.444043
-0.1333 4.7556 0.456761
-0.1333 4.9333 0.472267
-0.1333 5.1111 0.490418
-0.1333 5.2889 0.511061
-0.1333 5.4667 0.534042
-0.1333 5.6444 0.559203
-0.1333 5.8222 0.586390
-0.1333 6.0000 0.615451

0.0444 -2.0000 1.399400
0.0444 -1.8222 1.359502
0.0444 -1.6444 1.320651
0.0444 -1.4667 1.282677
0.0444 -1.2889 1.245435
0.0444 -1.1111 1.208803
0.0444 -0.9333 1.172683
0.0444 -0.7556 1.136996
0.0444 -0.5778 1.101682
0.0444 -0.4000 1.066694
0.0444 -0.2222 1.032001
0.0444 -0.0444 0.997587
0.0444 0.1333 0.963443
0.0444 0.3111 0.929576
0.0444 0.4889 0.896002
0.0444 0.6667 0.862752
0.0444 0.8444 0.829870
0.0444 1.0222 0.797418
0.0444 1.2000 0.765474
0.0444 1.3778 0.734139
0.0444 1.5556 0.703537
0.0444 1.7333 0.673817
0.0444 1.9111 0.645155
0.0444 2.0889 0.617753
0.0444 2.2667 0.591834
0.0444 2.4444 0.567637
0.0444 2.6222 0.545411
0.0444 2.8000 0.525406
0.0444 2.9778 0.507859
0.0444 3.1556 0.492984
0.0444 3.3333 0.480966
0.0444 3.5111 0.471952
0.0444 3.6889 0.466046
0.0444 3.8667 0.463308
0.0444 4.0444 0.463757
0.0444 4.2222 0.467372
0.0444 4.4000 0.474098
0.0444 4.5778 0.483848
0.0444 4.7556 0.496510
0.0444 4.9333 0.511955
0.0444 5.1111 0.530039
0.0444 5.2889 0.550612
0.0444 5.4667 0.573517
0.0444 5.6444 0.598597
0.0444 5.8222 0.625698
0.0444 6.0000 0.654670

0.2222 -2.0000 1.441379
0.2222 -1.8222 1.401257
0.2222 -1.6444 1.362217
0.2222 -1.4667 1.324086
0.2222 -1.2889 1.286716
0.2222 -1.1111 1.249981
0.2222 -0.9333 1.213780
0.2222 -0.7556 1.178028
0.2222 -0.5778 1.142664
0.2222 -0.4000 1.107638
0.2222 -0.2222 1.072919
0.2222 -0.0444 1.038486
0.2222 0.1333 1.004332
0.2222 0.3111 0.970462
0.2222 0.4889 0.936892
0.2222 0.6667 0.903654
0.2222 0.8444 0.870792
0.2222 1.0222 0.838368
0.2222 1.2000 0.806461
0.2222 1.3778 0.775175
0.2222 1.5556 0.744633
0.2222 1.7333 0.714986
0.2222 1.9111 0.686411
0.2222 2.0889 0.659108
0.2222 2.2667 0.633300
0.2222 2.4444 0.609225
0.2222 2.6222 0.587129
0.2222 2.8000 0.567257
0.2222 2.9778 0.549843
0.2222 3.1556 0.535096
0.2222 3.3333 0.523197
0.2222 3.5111 0.514286
0.2222 3.6889 0.508466
0.2222 3.8667 0.505794
0.2222 4.0444 0.506287
0.2222 4.2222 0.509923
0.2222 4.4000 0.516645
0.2222 4.5778 0.526367
0.2222 4.7556 0.538977
0.2222 4.9333 0.554348
0.2222 5.1111 0.572337
0.2222 5.2889 0.592795
0.2222 5.4667 0.615567
0.2222 5.6444 0.640500
0.2222 5.8222 0.667440
0.2222 6.0000 0.696241

0.4000 -2.0000 1.484304
0.4000 -1.8222 1.443825
0.4000 -1.6444 1.404478
0.4000 -1.4667 1.366090
0.4000 -1.2889 1.328507
0.4000 -1.1111 1.291599
0.4000 -0.9333 1.255259
0.4000 -0.7556 1.219398
0.4000 -0.5778 1.183950
0.4000 -0.4000 1.148863
0.4000 -0.2222 1.114100
0.4000 -0.0444 1.079641
0.4000 0.1333 1.045477
0.4000 0.3111 1.011611
0.4000 0.4889 0.978061
0.4000 0.6667 0.944859
0.4000 0.8444 0.912049
0.4000 1.0222 0.879695
0.4000 1.2000 0.847880
0.4000 1.3778 0.816707
0.4000 1.5556 0.786305
0.4000 1.7333 0.756825
0.4000 1.9111 0.728445
0.4000 2.0889 0.701365
0.4000 2.2667 0.675807
0.4000 2.4444 0.652004
0.4000 2.6222 0.630197
0.4000 2.8000 0.610624
0.4000 2.9778 0.593511
0.4000 3.1556 0.579056
0.4000 3.3333 0.567432
0.4000 3.5111 0.558771
0.4000 3.6889 0.553167
0.4000 3.8667 0.550673
0.4000 4.0444 0.551301
0.4000 4.2222 0.555026
0.4000 4.4000 0.561793
0.4000 4.5778 0.571515
0.4000 4.7556 0.584084
0.4000 4.9333 0.599373
0.4000 5.1111 0.617244
0.4000 5.2889 0.637550
0.4000 5.4667 0.660142
0.4000 5.6444 0.684869
0.4000 5.8222 0.711583
0.4000 6.0000 0.740141

0.5778 -2.0000 1.528170
0.5778 -1.8222 1.487206
0.5778 -1.6444 1.447439
0.5778 -1.4667 1.408693
0.5778 -1.2889 1.370813
0.5778 -1.1111 1.333661
0.5778 -0.9333 1.297125
0.5778 -0.7556 1.261110
0.5778 -0.5778 1.225543
0.5778 -0.4000 1.190369
0.5778 -0.2222 1.155547
0.5778 -0.0444 1.121054
0.5778 0.1333 1.086879
0.5778 0.3111 1.053025
0.5778 0.4889 1.019510
0.5778 0.6667 0.986366
0.5778 0.8444 0.953641
0.5778 1.0222 0.921401
0.5778 1.2000 0.889730
0.5778 1.3778 0.858737
0.5778 1.5556 0.828553
0.5778 1.7333 0.799331
0.5778 1.9111 0.771252
0.5778 2.0889 0.744516
0.5778 2.2667 0.719339
